"","INSTNM","ZIP","st_fips","region","CONTROL","DEBT_MDN_SUPP","GRAD_DEBT_MDN","GRAD_DEBT_N","WDRAW_DEBT_MDN","WDRAW_DEBT_N","mn_earn_wne_p10","md_earn_wne_p10","pct10_earn_wne_p10","pct25_earn_wne_p10","pct75_earn_wne_p10","pct90_earn_wne_p10","ADM_RATE","PCTPELL","C150_4"
"2316","ITT Technical Institute-Lake Mary","32746",12,5,3,8167,12500,26167,6334,48579,42300,38400,8900,22500,56000,77000,0.57,0.6672,0.2738
"2317","Remington College-Honolulu Campus","96813-2811",15,8,2,9500,9500,4165,4750,2145,30000,26200,5100,14100,39400,58400,0.6949,0.7689,0.5263
"2318","New England School of Communications","04401",23,1,2,15000,23000,138,6085.5,202,29100,27200,7300,16000,38800,52500,0.6115,0.4776,0.3832
"2319","Adler Graduate School","55423",27,4,2,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2320","Bryant and Stratton College-Southtowns","14127",36,2,3,10345,24071.5,4686,8001,16426,24100,22300,2600,10100,34700,46900,NA,0.7907,0.3293
"2321","Yeshiva Gedolah Imrei Yosef D'spinka","11219",36,2,2,NA,NA,NA,NA,NA,23300,12000,7100,9200,18600,39700,NA,0.9483,0.4737
"2322","ITT Technical Institute-San Antonio","78249-3303",48,6,3,8167,12500,26167,6334,48579,42300,38400,8900,22500,56000,77000,0.7652,0.6584,0.3893
"2323","Northwest College of Art","98370",53,8,3,39581,42875,43,9500,19,NA,NA,NA,NA,NA,NA,0.6053,0.51,0.6667
"2324","University of Washington-Bothell Campus","98011-8246",53,8,1,14050,15102,8267,10917,3839,61300,52100,16200,33700,77600,110400,0.7372,0.2905,NA
"2325","University of Washington-Tacoma Campus","98402-3100",53,8,1,14050,15102,8267,10917,3839,61300,52100,16200,33700,77600,110400,0.7702,0.4115,NA
"2326","ITT Technical Institute-Torrance","90502",6,8,3,8167,12500,26167,6334,48579,42300,38400,8900,22500,56000,77000,0.7678,0.758,0.3548
"2327","Pacific College of Oriental Medicine LLC-San Diego","92108-4407",6,8,3,12500,19000,176,9500,281,32500,23000,NA,NA,NA,NA,NA,0.6444,NA
"2328","Center for Advanced Legal Studies","77098-4151",48,6,3,12050,12500,222,7076,135,34600,31600,4600,15300,49600,66600,0.375,0.5809,0.5472
"2329","Northwest Indian College","98226-9217",53,8,1,NA,NA,NA,NA,NA,29500,28000,2900,11400,43600,55000,NA,0.8978,0.2778
"2330","University of Phoenix-Utah Campus","84123-4642",49,7,3,14847,31075.5,80144,10141,291021,60500,53400,13300,32300,79600,110100,NA,0.4611,0.1862
"2331","Colorado School of Traditional Chinese Medicine","80206",8,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2332","Phoenix Seminary","85018-7607",4,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2333","Baker College of Port Huron","48060",26,3,2,9821,21442.5,7224,8583,30366,30800,26500,5000,13500,42100,60500,NA,0.7064,0.2128
"2334","Remington College-Colorado Springs Campus","80918-3401",8,7,2,9385,9500,222,4750,63,30100,28300,5500,15100,40300,54900,0.6726,0.6011,0.5385
"2335","Westwood College-Denver South","80227-5507",8,7,3,23092,35105,1638,12089,2231,39100,35000,7700,18900,53500,74200,0.5543,0.7119,0.4848
"2336","ITT Technical Institute-San Bernardino","92408",6,8,3,8167,12500,26167,6334,48579,42300,38400,8900,22500,56000,77000,0.841,0.8301,0.4127
"2337","University of Phoenix-Puerto Rico Campus","00968-3028",72,9,3,14847,31075.5,80144,10141,291021,60500,53400,13300,32300,79600,110100,NA,0.7139,0.2067
"2338","Midwest College of Oriental Medicine-Racine","53403-9747",55,3,3,12500,12500,25,10500,19,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2339","Beacon College","34748",12,5,2,7875,18250,24,NA,14,NA,NA,NA,NA,NA,NA,0.5811,0.1857,0.8182
"2340","Acupuncture and Integrative Medicine College-Berkeley","94704",6,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2341","Potomac College-Washington","20016",11,2,3,17238.5,42506,121,9500,353,66000,65400,14400,37100,91900,113000,NA,0.6928,0.2
"2342","Everglades University","33431",12,5,2,24250,39154.5,446,10500,617,51800,41500,7900,21200,63700,99400,0.8553,0.6883,0.6522
"2343","Herzing University-Winter Park","32792-5509",12,5,3,9500,19623,2321,8232,6813,44100,42300,12300,26100,58400,77200,1,0.6215,0.4375
"2344","College of Biblical Studies-Houston","77036-3211",48,6,2,9296,16401,47,6924,153,49700,46700,9200,27000,70000,92600,NA,0.3108,0.5714
"2345","Everest University-South Orlando","32819",12,5,3,7280.5,24890,3722,6365,30644,28200,25300,5000,13700,38100,53200,NA,0.8381,0.2296
"2346","Watkins College of Art Design & Film","37228",47,5,2,14875,30109.5,62,9500,134,33700,30100,8300,18400,46400,61100,0.7762,0.4462,0.3704
"2347","Mt Sierra College","91016",6,8,3,18498.5,41499.5,90,15832,566,48100,43800,8500,24700,65300,91200,0.4037,0.6162,0.27
"2348","Southern California Institute of Technology","92805-3758",6,8,3,9500,9500,553,7213.5,204,34500,29500,5200,14300,49600,68500,NA,0.7773,0.6593
"2349","Soka University of America","92656-4105",6,8,2,18000,19000,59,8750,24,NA,NA,NA,NA,NA,NA,0.3449,0.2694,0.8721
"2350","World Mission University","90020",6,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6418,0.4775,0.8
"2351","Yo San University of Traditional Chinese Medicine","90066",6,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2352","Colorado Technical University-Sioux Falls","57108-2272",46,4,3,13444,29500,9490,9500,31414,53500,44100,11800,26000,71400,101900,NA,0.6596,0.2941
"2353","Southwest University of Visual Arts-Albuquerque","87110",35,6,3,23500,47186.5,118,14250,195,29000,27500,5800,15400,38300,54100,NA,0.2055,0.7027
"2354","Widener University-Harrisburg Campus","17110-9450",42,2,2,19500,25781.5,1018,9554,1095,55900,51700,16600,34000,70700,92200,NA,NA,NA
"2355","Baker College of Auburn Hills","48326-2642",26,3,2,9821,21442.5,7224,8583,30366,30800,26500,5000,13500,42100,60500,NA,0.5946,0.1262
"2356","Baker College of Clinton Township","48035",26,3,2,9821,21442.5,7224,8583,30366,30800,26500,5000,13500,42100,60500,NA,0.6519,0.1224
"2357","Inter American University of Puerto Rico-School of Optometry","00957",72,9,2,7250,10000,3957,6500,12679,23500,20000,4100,11300,30800,44200,NA,NA,NA
"2358","Schiller International University","33771",12,5,3,6810.5,NA,16,5531.5,152,NA,NA,NA,NA,NA,NA,NA,0.549,0.4
"2359","Baker College of Cadillac","49601-9600",26,3,2,9821,21442.5,7224,8583,30366,30800,26500,5000,13500,42100,60500,NA,0.6855,0.1456
"2360","Columbia Centro Universitario-Yauco","00698",72,9,3,NA,NA,NA,NA,NA,24400,21100,4300,10500,33100,43600,NA,1,0.3594
"2361","Rabbinical College of Ohr Shimon Yisroel","11211",36,2,2,NA,NA,NA,NA,NA,18700,11800,NA,NA,NA,NA,0.8182,0.8531,0.5357
"2362","University of Phoenix-Southern Arizona Campus","85711-4574",4,6,3,14847,31075.5,80144,10141,291021,60500,53400,13300,32300,79600,110100,NA,0.572,0.2263
"2363","University of Phoenix-Colorado Campus","80124-5453",8,7,3,14847,31075.5,80144,10141,291021,60500,53400,13300,32300,79600,110100,NA,0.3787,0.1604
"2364","University of Phoenix-Albuquerque Campus","87113-1570",35,6,3,14847,31075.5,80144,10141,291021,60500,53400,13300,32300,79600,110100,NA,0.67,0.253
"2365","University of Phoenix-Bay Area Campus","95134-1805",6,8,3,14847,31075.5,80144,10141,291021,60500,53400,13300,32300,79600,110100,NA,0.4877,0.1907
"2366","University of Phoenix-Southern California Campus","92626-3099",6,8,3,14847,31075.5,80144,10141,291021,60500,53400,13300,32300,79600,110100,NA,0.5355,0.1522
"2367","Westwood College-Dupage","60517",17,3,3,16335,31165,663,9500,1335,34200,29800,6200,14900,46400,64900,0.5085,0.731,0.2235
"2368","City College-Gainesville","32607",12,5,2,19057,24617,985,10427.5,1236,29600,26400,5400,14800,39300,55500,0.9206,0.9897,0.3684
"2369","ITT Technical Institute-Jacksonville","32256",12,5,3,8167,12500,26167,6334,48579,42300,38400,8900,22500,56000,77000,0.5705,0.7271,0.2656
"2370","Minnesota School of Business-Brooklyn Center","55430",27,4,3,19338,28940,2887,12000,4246,37700,35700,7400,20900,50100,67900,NA,0.7677,0.2289
"2371","ITT Technical Institute-Omaha","68127-9812",31,4,3,8167,12500,26167,6334,48579,42300,38400,8900,22500,56000,77000,0.6281,0.6981,0.1613
"2372","Lake Erie College of Osteopathic Medicine","16509-1025",42,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2373","Brown Mackie College-Fort Wayne","46805",18,3,3,8057,15166,9354,6334,21964,29100,25200,6200,15200,39500,53800,NA,0.8781,0.4032
"2374","Florida National College-Main Campus","33012",12,5,3,17719,22000,1203,11500,978,25200,22000,4900,11100,34200,49200,NA,0.7308,0.5696
"2375","ITT Technical Institute-Fort Lauderdale","33328",12,5,3,8167,12500,26167,6334,48579,42300,38400,8900,22500,56000,77000,0.549,0.7,0.198
"2376","Erikson Institute","60654-4510",17,3,2,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2377","South Texas College","78502-9701",48,6,1,NA,NA,NA,NA,NA,34700,29100,9100,17300,45100,64700,NA,0.4777,0.1174
"2378","Roger Williams University School of Law","02809-5171",44,1,2,19125,24791,943,11077.5,898,51000,47200,15100,30800,64700,87300,NA,NA,NA
"2379","California State University-Monterey Bay","93955-8001",6,8,1,12000,16250,738,10000,1266,43800,41500,10200,23700,57700,76900,0.5227,0.4325,0.3778
"2380","Sanford-Brown College-St Peters","63376",29,4,3,17375,20333,1685,9500,1461,32800,29300,5800,15300,45900,63600,NA,0.7615,0.5102
"2381","Colorado Technical University-Kansas City","64116",29,4,3,13444,29500,9490,9500,31414,53500,44100,11800,26000,71400,101900,NA,0.7986,0.35
"2382","The Art Institute of California-Hollywood","91601",6,8,3,9397,23312,863,8926,22141,41800,38200,8900,23100,56100,75000,0.509,0.6983,0.2381
"2383","Capella University","55402-3389",27,4,3,7105,24362,65,7057.5,12974,77700,69500,17600,42600,101800,138200,1,0.5704,0
"2384","College of Menominee Nation","54135-1179",55,3,2,NA,NA,NA,NA,NA,22300,21400,1700,11000,31500,41500,NA,0.7122,0.1077
"2385","Southwest Acupuncture College-Albuquerque","87109",35,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2386","ITT Technical Institute-Little Rock","72204-9925",5,5,3,8167,12500,26167,6334,48579,42300,38400,8900,22500,56000,77000,0.7759,0.7774,0.241
"2387","ITT Technical Institute-Oxnard","93036",6,8,3,8167,12500,26167,6334,48579,42300,38400,8900,22500,56000,77000,0.7681,0.6414,0.3158
"2388","ITT Technical Institute-Louisville","40223",21,5,3,8167,12500,26167,6334,48579,42300,38400,8900,22500,56000,77000,0.6898,0.7019,0.25
"2389","ITT Technical Institute-Greenville","29615",45,5,3,8167,12500,26167,6334,48579,42300,38400,8900,22500,56000,77000,0.7094,0.7319,0.3333
"2390","ITT Technical Institute-Cordova","38016",47,5,3,8167,12500,26167,6334,48579,42300,38400,8900,22500,56000,77000,0.8029,0.7621,0.2092
"2391","Baker College of Jackson","49202-1290",26,3,2,9821,21442.5,7224,8583,30366,30800,26500,5000,13500,42100,60500,NA,0.7116,0.1734
"2392","ITT Technical Institute-Everett","98203",53,8,3,15557.5,28333,420,10906.5,1506,45800,42500,9300,24600,60300,81000,0.7888,0.5792,0.2794
"2393","ITT Technical Institute-Bessemer","35022",1,5,3,8167,12500,26167,6334,48579,42300,38400,8900,22500,56000,77000,0.7749,0.6588,0.2368
"2394","ITT Technical Institute-Orland Park","60467",17,3,3,8167,12500,26167,6334,48579,42300,38400,8900,22500,56000,77000,0.5242,0.7509,0.4667
"2395","Pacific College of Oriental Medicine-New York","10010-7108",36,2,3,12500,19000,176,9500,281,32500,23000,NA,NA,NA,NA,NA,0.458,NA
"2396","Baker College Center for Graduate Studies","48507",26,3,2,9821,21442.5,7224,8583,30366,30800,26500,5000,13500,42100,60500,NA,0.5461,0.2683
"2397","Johnson & Wales University-North Miami","33181",12,5,2,19334,25618.5,4576,11918,5872,38500,35100,9100,20600,51400,68100,0.6332,0.5739,0.3896
"2398","Trine University-Regional/Non-Traditional Campuses","46825",18,3,2,16360,24325,591,8750,692,45100,42600,11400,25800,59500,79800,0.6392,0.2982,0
"2399","Phillips Theological Seminary","74116-5612",40,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2400","The University of Texas M.D. Anderson Cancer Center","77030-4009",48,6,1,12500,12500,23,12500,154,NA,NA,NA,NA,NA,NA,NA,0.3468,NA
"2401","University of Phoenix-Las Vegas Campus","89128-4340",32,8,3,14847,31075.5,80144,10141,291021,60500,53400,13300,32300,79600,110100,NA,0.4888,0.1951
"2402","Messenger College","64804-4909",29,4,2,12594,27500,21,10050,38,NA,NA,NA,NA,NA,NA,0.8,0.6813,0.2
"2403","New York College of Health Professions","11791-4413",36,2,2,15038,18069,109,14239,451,33600,25700,4200,10700,46700,74800,0.8804,0.4342,0.5132
"2404","Argosy University-Washington D.C.","22209",51,5,3,9397,23312,863,8926,22141,41800,38200,8900,23100,56100,75000,NA,0.4881,NA
"2405","University of Phoenix-Sacramento Valley Campus","95833-4334",6,8,3,14847,31075.5,80144,10141,291021,60500,53400,13300,32300,79600,110100,NA,0.5614,0.11
"2406","DeVry University's Keller Graduate School of Management-Georgia","30030-2556",13,5,3,5250,4946.5,52,6567,101,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2407","Everest University-Melbourne","32935",12,5,3,7280.5,24890,3722,6365,30644,28200,25300,5000,13700,38100,53200,NA,0.8596,0.5119
"2408","University of Phoenix-Hawaii Campus","96813-3800",15,8,3,14847,31075.5,80144,10141,291021,60500,53400,13300,32300,79600,110100,NA,0.4929,0.1325
"2409","Southwest College of Naturopathic Medicine & Health Sciences","85282",4,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2410","Virginia College-Birmingham","35209",1,5,3,12268,19339,10205,8097,20500,30500,26400,5900,14700,40400,58300,NA,0.6354,0.0575
"2411","Virginia College-Huntsville","35801",1,5,3,12268,19339,10205,8097,20500,30500,26400,5900,14700,40400,58300,NA,0.8402,0.4308
"2412","Yeshiva D'monsey Rabbinical College","10952",36,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.8088,0.0741
"2413","The College of Saint Thomas More","76109",48,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.1493,0.3333
"2414","Bakke Graduate University","98104",53,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2415","Argosy University-Schaumburg","60173-5403",17,3,3,9397,23312,863,8926,22141,41800,38200,8900,23100,56100,75000,NA,0.5049,NA
"2416","DeVry University's Keller Graduate School of Management-California","91768-2642",6,8,3,5250,4946.5,52,6567,101,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2417","University of Phoenix-Louisiana Campus","70001-2082",22,5,3,14847,31075.5,80144,10141,291021,60500,53400,13300,32300,79600,110100,NA,0.7016,0.1396
"2418","University of Phoenix-Metro Detroit Campus","48098-2623",26,3,3,14847,31075.5,80144,10141,291021,60500,53400,13300,32300,79600,110100,NA,0.6814,0.1158
"2419","Midwestern University-Glendale","85308",4,6,2,NA,NA,11,NA,NA,132700,117000,43500,77700,151900,244200,NA,NA,NA
"2420","Harrison College-Evansville","47715-4601",18,3,3,11999,26250,1961,7817,6010,26700,24700,4600,12000,36400,50600,0.975,0.7983,0.0882
"2421","Embry-Riddle Aeronautical University-Worldwide","32114-3900",12,5,2,16005.5,24313,1594,12000,3911,65500,60900,22400,39400,84500,115500,0.9579,0.1021,0.4286
"2422","ITT Technical Institute-Webster","77598",48,6,3,8167,12500,26167,6334,48579,42300,38400,8900,22500,56000,77000,0.8252,0.6802,0.4343
"2423","Ottawa University-Milwaukee","53005",55,3,2,16935.5,24488.5,442,15624,2572,44900,40700,11200,27000,55300,78100,NA,0.4562,NA
"2424","Argosy University-Tampa","33607",12,5,3,9397,23312,863,8926,22141,41800,38200,8900,23100,56100,75000,NA,0.7,NA
"2425","The Illinois Institute of Art-Schaumburg","60173-4913",17,3,3,12816,27000,2029,9500,5186,38000,34900,8000,18700,50500,69200,0.995,0.5031,0.5488
"2426","The Art Institute of Phoenix","85021-2859",4,6,3,8057,15166,9354,6334,21964,29100,25200,6200,15200,39500,53800,0.4171,0.6308,0.5236
"2427","American College of Acupuncture and Oriental Med","77063-4104",48,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2428","Academy of Oriental Medicine at Austin","78745",48,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2429","ITT Technical Institute-Henderson","89014",32,8,3,8167,12500,26167,6334,48579,42300,38400,8900,22500,56000,77000,0.6563,0.6902,0.2687
"2430","Colorado Technical University-Greenwood Village","80014",8,7,3,13444,29500,9490,9500,31414,53500,44100,11800,26000,71400,101900,NA,0.5492,0.0816
"2431","Strayer University-Maryland","20746",24,2,3,12667,37500,3118,12666,45808,56800,51700,11500,29100,78200,106500,NA,0.4463,0.2593
"2432","ITT Technical Institute-Miami","33126",12,5,3,8167,12500,26167,6334,48579,42300,38400,8900,22500,56000,77000,0.6059,0.6589,0.2476
"2433","The Creative Center","68164",31,4,3,19500,19500,64,5500,33,35900,33900,6100,18700,46500,56300,0.79,0.5221,0.8966
"2434","American College of Traditional Chinese Medicine","94107",6,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2435","San Juan Bautista School of Medicine","00725-4968",72,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2436","Texas College of Traditional Chinese Medicine","78704",48,6,3,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2437","New Hampshire Institute of Art","03104-4858",33,1,2,17984.5,26000,149,5500,151,NA,NA,NA,NA,NA,NA,NA,0.3988,0.3947
"2438","DeVry College of New York","10016-5267",36,2,3,19000,41500,11135,15954.5,80584,50600,46500,11500,27600,68100,91000,0.9429,0.7007,0.1789
"2439","DeVry University-Indiana","46240-2158",18,3,3,19000,41500,11135,15954.5,80584,50600,46500,11500,27600,68100,91000,0.9484,0.6774,0.25
"2440","University of Phoenix-Western Washington Campus","98188-8553",53,8,3,14847,31075.5,80144,10141,291021,60500,53400,13300,32300,79600,110100,NA,0.4596,0.1538
"2441","University of Phoenix-Central Florida Campus","32751-7001",12,5,3,14847,31075.5,80144,10141,291021,60500,53400,13300,32300,79600,110100,NA,0.6044,0.224
"2442","University of Phoenix-Oregon Campus","97223-8328",41,8,3,14847,31075.5,80144,10141,291021,60500,53400,13300,32300,79600,110100,NA,0.5676,0.2542
"2443","Appalachian School of Law","24614-2825",51,5,2,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2444","Long Island University-Westchester Campus","10577-1400",36,2,2,16750,22625,2220,12000,3772,53100,46000,10600,26700,70500,102800,NA,NA,NA
"2445","Platt College-Ontario","91764",6,8,3,16500,19940,760,9266,341,33400,29800,3300,13600,47600,65500,NA,0.6733,0.5842
"2446","The Art Institute of California-Los Angeles","90405-3035",6,8,3,9397,23312,863,8926,22141,41800,38200,8900,23100,56100,75000,0.404,0.6026,0.3473
"2447","American University of Health Sciences","90755-3612",6,8,3,10832,16150.5,62,6490,31,38700,36800,NA,NA,NA,NA,0.7922,0.177,0.9063
"2448","Western Governors University","84107",49,7,2,12500,19178,4101,10500,8577,44700,38800,14100,24800,54500,82100,NA,0.4907,0.1845
"2449","Herzing University-Kenner","70062",22,5,3,9500,19623,2321,8232,6813,44100,42300,12300,26100,58400,77200,1,0.807,1
"2450","Florida Gulf Coast University","33965-6565",12,5,1,11000,16500,1439,8250,2174,44000,41200,13500,27200,54200,75600,0.679,0.2925,0.4516
"2451","National Labor College","20903-1706",24,2,2,12500,12500,23,12449.5,38,NA,NA,NA,NA,NA,NA,NA,0.0439,NA
"2452","ITT Technical Institute-Richardson","75080",48,6,3,8167,12500,26167,6334,48579,42300,38400,8900,22500,56000,77000,0.5954,0.7394,0.3246
"2453","Michigan Jewish Institute","48322-3032",26,3,2,NA,NA,0,NA,NA,24800,18400,3400,10100,32100,53000,0.7969,0.9041,0.8333
"2454","Florida College of Integrative Medicine","32809-5721",12,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2455","City College-Miami","33156",12,5,2,19057,24617,985,10427.5,1236,29600,26400,5400,14800,39300,55500,1,0.6535,0.6
"2456","ITT Technical Institute-Arnold","63010",29,4,3,8167,12500,26167,6334,48579,42300,38400,8900,22500,56000,77000,0.8571,0.7264,0.3226
"2457","ITT Technical Institute-Oak Brook","60523",17,3,3,8167,12500,26167,6334,48579,42300,38400,8900,22500,56000,77000,0.6939,0.6745,0.4182
"2458","Florida Coastal School of Law","32256",12,5,3,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2459","Yeshiva College of the Nations Capital","20902",24,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0364,NA
"2460","University of Phoenix-South Florida Campus","33324-1393",12,5,3,14847,31075.5,80144,10141,291021,60500,53400,13300,32300,79600,110100,NA,0.5566,0.2036
"2461","University of Phoenix-North Florida Campus","32216-0959",12,5,3,14847,31075.5,80144,10141,291021,60500,53400,13300,32300,79600,110100,NA,0.5075,0.1478
"2462","University of Phoenix-West Florida Campus","33637-1920",12,5,3,14847,31075.5,80144,10141,291021,60500,53400,13300,32300,79600,110100,NA,0.5262,0.1822
"2463","University of Phoenix-Maryland Campus","21045-5423",24,2,3,14847,31075.5,80144,10141,291021,60500,53400,13300,32300,79600,110100,NA,0.3491,0.1516
"2464","University of Phoenix-Oklahoma City Campus","73116-8244",40,6,3,14847,31075.5,80144,10141,291021,60500,53400,13300,32300,79600,110100,NA,0.695,0.1436
"2465","University of Phoenix-Tulsa Campus","74134-1412",40,6,3,14847,31075.5,80144,10141,291021,60500,53400,13300,32300,79600,110100,NA,0.7098,0.1337
"2466","Louisiana State University Health Sciences Center-Shreveport","71103",22,5,1,21605,24688,55,NA,15,NA,NA,NA,NA,NA,NA,NA,0.1884,NA
"2467","Argosy University-Phoenix","85021",4,6,3,9397,23312,863,8926,22141,41800,38200,8900,23100,56100,75000,NA,0.5694,NA
"2468","Vatterott College-Sunset Hills","63127-1516",29,4,3,19193,23125,4228,9500,4627,32400,28700,5600,14900,44700,61500,NA,0.6023,0.5694
"2469","Southwest Acupuncture College-Boulder","80301",8,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2470","Argosy University-Orange County","92868",6,8,3,9397,23312,863,8926,22141,41800,38200,8900,23100,56100,75000,NA,0.5225,NA
"2471","National American University-Bloomington","55425",27,4,3,11351.5,31929,1375,9500,10259,43000,37800,8100,20600,57800,82600,NA,0.7114,0.0769
"2472","International Baptist College","85286",4,6,2,NA,NA,NA,4000,19,NA,NA,NA,NA,NA,NA,NA,0.4868,0.5833
"2473","ITT Technical Institute-Saint Rose","70087",22,5,3,8167,12500,26167,6334,48579,42300,38400,8900,22500,56000,77000,0.7333,0.7145,NA
"2474","ITT Technical Institute-Richmond","23235-5139",51,5,3,8167,12500,26167,6334,48579,42300,38400,8900,22500,56000,77000,0.758,0.6871,0.371
"2475","University of Management and Technology (The)","22209-1609",51,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
"2476","ITT Technical Institute-Lathrop","95330",6,8,3,8167,12500,26167,6334,48579,42300,38400,8900,22500,56000,77000,0.8322,0.7344,0.3853
"2477","Linfield College-Nursing & Health Sciences","97210-2932",41,8,2,22517,25000,875,12500,639,54200,51300,15000,32900,73400,91200,NA,0.274,NA
"2478","Linfield College-Adult Degree Program","97128-6894",41,8,2,22517,25000,875,12500,639,54200,51300,15000,32900,73400,91200,NA,0.388,NA
"2479","DeVry University's Keller Graduate School of Management-Virginia","22202-3843",51,5,3,5250,4946.5,52,6567,101,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2480","DeVry University's Keller Graduate School of Management-Wisconsin","53202-4400",55,3,3,5250,4946.5,52,6567,101,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2481","Westwood College-Anaheim","92806",6,8,3,23092,35105,1638,12089,2231,39100,35000,7700,18900,53500,74200,0.5912,0.7837,0.3504
"2482","Stevens-Henager College-Murray","84123-5671",49,7,3,14579,24815,2642,9500,6285,36000,31700,5300,15800,48200,69900,NA,0.5143,0.3595
"2483","University of Phoenix-Southern Colorado Campus","80919-2221",8,7,3,14847,31075.5,80144,10141,291021,60500,53400,13300,32300,79600,110100,NA,0.4087,0.2162
"2484","University of Phoenix-West Michigan Campus","49544-1683",26,3,3,14847,31075.5,80144,10141,291021,60500,53400,13300,32300,79600,110100,NA,0.7445,0.0707
"2485","Stratford University","22043-2403",51,5,3,15834,31625,233,12500,961,45500,36800,6400,19500,58900,85900,NA,0.5748,0.5135
"2486","American InterContinental University-Atlanta","30328",13,5,3,13683,32303,8685,9500,22993,52100,43000,8300,21900,70300,102100,0.9668,0.7972,0.164
"2487","American InterContinental University-South Florida","33326",12,5,3,13683,32303,8685,9500,22993,52100,43000,8300,21900,70300,102100,0.9659,0.6531,0.2797
"2488","University of Phoenix-Philadelphia Campus","19087-2121",42,2,3,14847,31075.5,80144,10141,291021,60500,53400,13300,32300,79600,110100,NA,0.6285,0.1074
"2489","University of Phoenix-Pittsburgh Campus","15276-0119",42,2,3,14847,31075.5,80144,10141,291021,60500,53400,13300,32300,79600,110100,NA,0.5649,0.0784
"2490","Everest University-Jacksonville","32256-1240",12,5,3,9500,9500,1671,9500,1745,28200,25300,4700,13500,37700,53700,NA,0.8218,0.3169
"2491","Harrison College-Fort Wayne","46825-4911",18,3,3,11999,26250,1961,7817,6010,26700,24700,4600,12000,36400,50600,0.5248,0.6525,0.2826
"2492","Midwest College of Oriental Medicine-Chicago","60613-1429",17,3,3,12500,12500,25,10500,19,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2493","Argosy University-Seattle","98121",53,8,3,9397,23312,863,8926,22141,41800,38200,8900,23100,56100,75000,NA,0.4951,NA
"2494","ITT Technical Institute-Wilmington","01887",25,1,3,8167,12500,26167,6334,48579,42300,38400,8900,22500,56000,77000,0.7978,0.5704,0.3803
"2495","DeVry University-Florida","33027-4150",12,5,3,19000,41500,11135,15954.5,80584,50600,46500,11500,27600,68100,91000,0.8243,0.6391,0.3631
"2496","University of Phoenix-St Louis Campus","63043",29,4,3,14847,31075.5,80144,10141,291021,60500,53400,13300,32300,79600,110100,NA,0.6754,0.0758
"2497","Johnson & Wales University-Denver","80220",8,7,2,19334,25618.5,4576,11918,5872,38500,35100,9100,20600,51400,68100,0.696,0.3799,0.5399
"2498","University of Phoenix-Cleveland Campus","44131-6808",39,3,3,14847,31075.5,80144,10141,291021,60500,53400,13300,32300,79600,110100,NA,0.6757,0.1558
"2499","DeVry University-Maryland","20814-3304",24,2,3,19000,41500,11135,15954.5,80584,50600,46500,11500,27600,68100,91000,0.7917,0.5354,NA
